thesis,pub date is,date,source URL is,URL
Q28866288,P1167,+2011-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:c0d7b20f-e144-42f8-aa52-301d0938b0b3"""
Q28866299,P1168,+2011-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:d883f20e-7dad-4216-8851-b006993832fd"""
Q28866304,P1169,+2011-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:26b47a79-7198-4983-9109-174ac2d3e01d"""
Q28866320,P1170,+2011-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:64bb4fe6-ec8b-4c8b-b9a8-7b807b1b6d8b"""
Q28911991,P1171,+2011-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:1a9de49a-b8c8-4500-a214-12a1719f6425"""
Q28912031,P1172,+2011-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:75230c97-3ac1-460d-861b-5cb3270e481e"""
Q28911371,P1173,+2011-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:07683f00-b7ba-4be3-aec0-f389fed34644"""
Q28911388,P1174,+2011-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:914cc340-83e1-4ea4-b985-fe863b1dea7d"""
Q28911396,P1175,+2011-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:ac8b3836-9ab7-4060-b50a-df8aaa0e4ba5"""
Q28911459,P1176,+2011-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:539ab35d-3f5b-4cf9-898b-0d390bc34da2"""
Q48977964,P1177,+2011-01-01T00:00:00Z/10,S854,"""http://sro.sussex.ac.uk/6337/"""
Q97645845,P1178,+2011-01-01T00:00:00Z/10,S854,"""http://eprints.nottingham.ac.uk/12002/"""
Q82273199,P1179,+2010-06-01T00:00:00Z/10,S854,"""https://leicester.figshare.com/articles/Environment_Antecedent_and_Adventure_Tin_and_Copper_Mining_on_Dartmoor_Devon_C_1700-1914/10104218"""
Q28865335,P1180,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:2d9cde4b-a7fd-4c39-9e6b-dd10d81d6ff4"""
Q28865368,P1181,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:8ea5b2cc-4843-44ef-aa0a-8535f00c6dc8"""
Q28865394,P1182,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:fd95c6d4-06d2-41b4-b6f2-5cbd73cb83a9"""
Q28865399,P1183,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:3b93832d-b9eb-49e1-b4a4-1bb43d7c9c00"""
Q28865412,P1184,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:a858706f-4264-4953-87c9-43aec2eb743b"""
Q28865415,P1185,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:ff74c170-518a-40a5-be85-191ec5bb32d7"""
Q28865446,P1186,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:55c2df2e-3506-4a93-8cab-37f133866182"""
Q28865456,P1187,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:42268964-c1db-4599-9dbc-a1ceb1015ef1"""
Q28865465,P1188,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:be113d1c-cff2-4cd5-a51f-40de15af2dce"""
Q28865470,P1189,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:9fcd14f8-f60d-49b3-82b4-411e3370e890"""
Q28865471,P1190,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:56a452b0-fd7b-47a0-9019-58115222a59c"""
Q28865601,P1191,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:48e60f2d-ec5c-4b20-999a-b726f8baa436"""
Q28865619,P1192,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:d368c04c-b611-41b2-8866-cde16b283b0d"""
Q28866488,P1193,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:716edcdd-3b37-4b12-811c-cf7c3355a779"""
Q28866500,P1194,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:afb9af6f-c79c-4204-838d-2a4872c1c796"""
Q28866511,P1195,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:dd1472c2-225c-47df-80a6-67adf2fdaae7"""
Q28866512,P1196,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:6987de8b-92c2-4309-b762-f0b0b9a165e6"""
Q28866514,P1197,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:8d4bc5f5-8f20-4089-a1e9-65796fabab5f"""
Q28866893,P1198,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:c716f985-1913-46fb-a11b-1ef973ba4e6f"""
Q28866920,P1199,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:0aa4ede3-8b6e-45d4-a112-a2d18271307c"""
Q28866922,P1200,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:b7c50880-ed03-451e-9841-209f2de6a982"""
Q28866940,P1201,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:c1816fad-c35f-4587-bee6-0c4c67d96a36"""
Q28866947,P1202,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:a6ab3dee-619b-450d-9942-f4aa39a988af"""
Q28866964,P1203,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:02e68ff9-ce28-475a-bd08-6b60bcda64e7"""
Q28866971,P1204,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:fdae52a8-fc1c-4b3a-a69f-31125de802fa"""
Q28866976,P1205,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:5e21fba9-9211-4adb-9c73-d27e98910f30"""
Q28866329,P1206,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:70aa5950-e956-421f-8fca-899e2e9de40b"""
Q28866330,P1207,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:63ed35ee-5ad5-4b8f-858d-fe3868700ed0"""
Q28866337,P1208,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:fb792980-bfc4-4771-b5d5-b9ecc7d40cd8"""
Q28866342,P1209,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:80f73481-1370-498e-ab43-d86f9af11a62"""
Q28866372,P1210,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:201062ee-7a30-4fd5-a461-5581a5115458"""
Q28866397,P1211,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:3a7a509d-dba0-4d5b-9a39-a883c872d758"""
Q28866430,P1212,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:2c71b8b9-0788-49af-97fb-2b7c240867d0"""
Q28865900,P1213,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:928053ea-e8d9-44ff-9c9a-aaae1f6dc695"""
Q28865902,P1214,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:c144d0d0-ba1f-4127-b07a-372e6abf569b"""
Q28865932,P1215,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:14933fc6-5272-45b0-a281-6da35c6e42e8"""
Q28865635,P1216,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:dedece2b-c33a-415b-9d6b-570263042797"""
Q28865647,P1217,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:7040311f-6a6e-44d2-be47-b1d895380099"""
Q28865671,P1218,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:552b2250-f462-490c-8156-29cf430431af"""
Q28867000,P1219,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:5605a4ce-68ba-4b66-919d-2fd60ae5f92f"""
Q28867010,P1220,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:a3357b7c-7f08-4074-b914-6f06ce6ce01d"""
Q28867036,P1221,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:06631ab5-e009-4e38-bdaf-2ce33f97dca5"""
Q28867061,P1222,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:c14f972c-8653-41c2-b2d1-b080e691e4dc"""
Q28867064,P1223,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:b6508a6a-ee77-4c2d-80fa-b43bca746901"""
Q28867068,P1224,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:71c54e6d-8d6c-4d26-81da-d4f3bc60d600"""
Q28867069,P1225,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:99a1ba2d-99ca-446e-99dc-51c43beee08b"""
Q28865826,P1226,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:78a6afcc-4eb4-49fc-9d06-4cb36ddb8156"""
Q28866551,P1227,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:8b77a1f2-937a-4476-9dc4-bfebd0f94861"""
Q28866617,P1228,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:95d78d46-6398-48ce-8ff9-30b4fd192e3f"""
Q28866620,P1229,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:8843465b-3e5f-45d9-a973-3b27949407ef"""
Q28866635,P1230,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:f8b7c5eb-4888-49fc-96e5-00d706cdc6eb"""
Q28910988,P1231,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:2734b849-4d7a-4266-8538-d3dc6cab6b20"""
Q28910989,P1232,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:e87b1f22-2569-4c0f-86a2-5bde76f34953"""
Q28910993,P1233,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:046dc27e-fa91-4f1d-9e1f-0ce057db6ebb"""
Q28910620,P1234,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:1418c926-6636-4d96-8bf6-5d94240f3d1f"""
Q28910621,P1235,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:8b5be90d-59c1-42c0-a996-ecd8015097b3"""
Q28910646,P1236,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:af6f3c5a-bec5-4378-a617-c89d2b16d95d"""
Q28865959,P1237,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:f098ff71-7f78-45a8-b8a2-efd9c0e26345"""
Q28865994,P1238,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:ef4aa65d-67c1-43ac-90de-1b5bda6c8230"""
Q28866065,P1239,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:03ff32ea-c82a-4a42-9c6b-11e42ddb1e67"""
Q28866657,P1240,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:2487e001-b05a-49d2-bc41-528d2810a5fe"""
Q28866663,P1241,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:d0ebf41c-8263-45e0-a6d5-5826bf8e0396"""
Q28866694,P1242,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:cd62cd80-aa62-467b-87cd-4b9d0cfb2dbd"""
Q28866699,P1243,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:79460cf1-39cb-4423-a228-0e6e3b957d93"""
Q28910820,P1244,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:3b1709fb-8be6-4402-b846-096693fc75bc"""
Q28910838,P1245,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:b818b08a-27b5-4296-9f89-befec30b71fc"""
Q28910897,P1246,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:26573255-79bc-482d-9dd9-8c9f771ccbd8"""
Q28911034,P1247,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:0ed0c22f-027e-4be1-a64c-0819888bbebc"""
Q28911072,P1248,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:524eaef3-0336-4127-9cd1-60d84a00f2e3"""
Q28911087,P1249,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:27381b38-c580-4d0b-b7d5-f87abcc50afd"""
Q28911089,P1250,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:6e22e5ac-319a-4774-bb01-297af8b79bb6"""
Q28911138,P1251,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:be92aac5-6874-431e-95a0-ac61a88ee63d"""
Q28867115,P1252,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:caa9ec39-982b-4fc6-a343-b3012980d6f3"""
Q28867163,P1253,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:94131925-43ae-461f-b16e-1a8d164f1b8d"""
Q28867228,P1254,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:962fc5d1-1297-419f-a02c-f96e25b735be"""
Q28911500,P1255,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:4d44b68a-a0a0-4c92-8809-00ddbfe3e636"""
Q28911504,P1256,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:7b724028-e4ef-4248-9d42-505e571c9e19"""
Q28911511,P1257,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:81ea0ed8-3abd-4192-86ef-67bd5581c325"""
Q28911533,P1258,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:73fe34ce-e418-414c-8939-819b14a1f81f"""
Q28911547,P1259,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:9f815c1e-a9a5-4c21-829b-64ca462345f6"""
Q28911549,P1260,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:840d94b0-041f-4b15-8b37-c2e37c999f3e"""
Q28911550,P1261,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:d9cd977c-35db-45cc-ad33-67710fc3e82f"""
Q28911141,P1262,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:f268a835-46ef-45ea-8610-77bf654b9442"""
Q28911152,P1263,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:bf6c3fb5-5208-4dfe-aa0a-6e6da45c0d87"""
Q28911178,P1264,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:b677b553-565f-4baa-b60c-ce85f1de1745"""
Q28911236,P1265,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:6d863c2f-532f-40fc-b34a-0f877225c8bc"""
Q28911241,P1266,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:9028b995-5379-4969-8a7b-59a7aa7ab533"""
Q28866826,P1267,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:fd22f551-9f4d-4e18-bcaf-2d62b8c2703c"""
Q28866835,P1268,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:4e8aec56-b23b-4ccc-b3ed-5340a525d445"""
Q28866071,P1269,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:14273e6b-0570-49f7-ad62-544bb3d60078"""
Q28866113,P1270,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:4aa15e05-9608-40af-a33e-21ce578d0dc7"""
Q28866125,P1271,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:65e44f72-1995-45f0-8751-898735e54b6e"""
Q28866136,P1272,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:e7a1d40b-2bf4-4f48-8a6b-ce6f575e955e"""
Q28866151,P1273,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:17215528-0abb-41d2-8f22-883fc185e7c9"""
Q28911283,P1274,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:d5c2a16d-e1e2-4c22-aca5-70f72aa96853"""
Q28911287,P1275,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:64341c38-f09e-48ed-84e8-7ab9f171a753"""
Q28911343,P1276,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:41cf206e-2cef-4108-9267-5e9217aee96d"""
Q28867246,P1277,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:b49d0d79-75c9-4314-92ae-1f1789ac7d42"""
Q28867248,P1278,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:60fbdfeb-341c-430c-91c7-5071397a0e47"""
Q28867352,P1279,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:a64d775e-29f4-4c75-a6a3-d2c16098f2a1"""
Q28911894,P1280,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:4e2bcfe2-7921-421a-9a01-e5c3c41ecdc6"""
Q28911914,P1281,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:4863fa65-02e7-47e5-9258-6132e4ef8817"""
Q28911917,P1282,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:2018148e-336d-4be2-8c8c-c40278bb2d90"""
Q28911920,P1283,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:97eb3a98-9cae-4b7a-8035-fcb258b3dc3a"""
Q28911950,P1284,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:b9a5fc85-e01e-4042-9577-273573f0c27b"""
Q28911951,P1285,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:b7d4ff88-1f93-41b4-9f81-055f8f1b1c51"""
Q28867360,P1286,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:8f212fe7-8214-476f-808f-6268cb96cdcb"""
Q28867366,P1287,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:d0c9e1fa-a052-4af7-aaff-00548365e024"""
Q28867376,P1288,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:f59ed2c6-1b1a-4069-94d3-b7aa0d5a30d2"""
Q28867391,P1289,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:19e8dc75-9873-4b76-831d-3878fd048169"""
Q28867395,P1290,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:7fd935e1-3f19-4de1-93ec-3f6a51c25dc1"""
Q28867432,P1291,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:1d0905c4-7fba-4796-92a5-848715204950"""
Q28867478,P1292,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:36aedf26-7bbc-4f29-9fa5-fc57c9477c23"""
Q28910721,P1293,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:a6ead1e8-3743-48a1-9df8-4a536e4f83e7"""
Q28867488,P1294,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:0572480a-9114-426e-b853-b6be30c7594e"""
Q28867502,P1295,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:43897bb0-9b24-4876-b67f-bc9ba70d28af"""
Q28867510,P1296,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:62430df4-7fdf-4c4f-b3cd-97ba8912c9f5"""
Q28867520,P1297,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:d972d28d-5d2d-4392-8cf5-fc5728dc74f6"""
Q28867553,P1298,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:e1bcccd1-2182-4f1d-94bd-b80ce67efb0e"""
Q28867568,P1299,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:51e4f4d9-75e2-4784-9fbf-103d07496e23"""
Q28867581,P1300,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:1a027679-1e2b-4fb5-a6ff-3270f15154a1"""
Q28911724,P1301,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:bc2e64c7-80ff-4707-b3f3-ff9804dd29bc"""
Q28911764,P1302,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:195567c9-836b-4c76-8653-669ecac71c95"""
Q28911818,P1303,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:24b2d0d2-b0d7-42e5-aa80-e4e0bda56c9a"""
Q28912095,P1304,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:8c33eaef-306a-456e-bfb3-2b2cf470156d"""
Q28912106,P1305,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:5e608483-8f14-430e-b27f-d1504bb65fb1"""
Q28912107,P1306,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:2832c80a-202d-4b92-9685-5570c25f7386"""
Q28912122,P1307,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:89c4767c-8a23-4784-b4a5-56473022200a"""
Q28866219,P1308,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:30773f0c-9b53-4684-b1c4-2d20c2322edd"""
Q28866282,P1309,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:5db40e2c-4a22-470d-9283-3b59b99793dc"""
Q28866301,P1310,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:9ae6dfc5-bda6-4d6f-8780-c97abab350e9"""
Q28866302,P1311,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:f18f8f7c-1837-4b96-b4bb-5f964e93899c"""
Q28866322,P1312,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:fd4ba177-d54f-44f1-ae09-dce6fda39936"""
Q28912058,P1313,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:a7d1c49c-4d2b-45a8-854a-aad7f7e18f72"""
Q28911399,P1314,+2010-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:f07e17c8-69dd-4323-9e38-71687f6e8c9d"""
Q60040553,P1315,+2010-01-01T00:00:00Z/10,S854,"""http://etheses.whiterose.ac.uk/1405/"""
Q71128766,P1316,+2010-01-01T00:00:00Z/10,S854,"""http://orca.cf.ac.uk/54199/"""
Q94497557,P1317,+2010-01-01T00:00:00Z/10,S854,"""http://etheses.whiterose.ac.uk/15071/"""
Q28865350,P1318,+2009-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:366c6541-25b7-4cb7-a5f1-8889d3b4c1d9"""
Q28865362,P1319,+2009-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:81ccede7-a268-4c7a-9bf8-a2b68634846d"""
Q28865379,P1320,+2009-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:fe46e696-a1a6-4a9d-9dfe-861b05b1ed33"""
Q28865389,P1321,+2009-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:7e32bbe5-eb07-442b-bbc4-e1d496ac8aab"""
Q28865405,P1322,+2009-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:6e97faa5-a3de-4ea0-a5e4-c59bc2d7a650"""
Q28865410,P1323,+2009-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:d3b0511e-bee5-4778-8822-703c514c1c1d"""
Q28865413,P1324,+2009-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:e0de0156-da01-4781-85c5-8213f5004f10"""
Q28865457,P1325,+2009-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:df1ffe4b-ba67-4fc6-9024-b278b887d4f9"""
Q28865463,P1326,+2009-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:3d4e9d86-794c-441c-9d4b-20e6f1bd1de1"""
Q28865513,P1327,+2009-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:044a26ab-99dc-4b34-b4a3-04e5c0d61ba0"""
Q28865568,P1328,+2009-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:19b5221f-f3a6-4fd6-9263-2eecd39acfcd"""
Q28866486,P1329,+2009-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:f8ba1ae1-f303-4c32-877e-dca421a3cb5c"""
Q28866517,P1330,+2009-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:d0511b94-75a7-4c33-9155-e060d9df53a7"""
Q28866919,P1331,+2009-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:e320004a-6118-4dac-af2a-eca6e90be7ac"""
Q28866927,P1332,+2009-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:e7b37ac4-13ea-4ab6-b999-1150b2436775"""
Q28866928,P1333,+2009-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:1a38f502-da92-44d5-9eee-47191f070e5b"""
Q28866946,P1334,+2009-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:62b7a22f-d930-4eb0-893d-d703fd9d182d"""
Q28866954,P1335,+2009-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:a69dfe4c-32d4-46ed-af12-d1a9c200f2df"""
